Column1,Column2,Column3,Column4,Column5,Column6
,,,,,
"Statistical table extracted on February 12, 2026 (14:19:13)",,,,,
http://www.ine.pt,,,,,
,,,,,
,,,,,
,,,,,
Data reference period,Place of residence at Census date [2021] (NUTS - 2024),"Resident population (No.) by Place of residence at Census date [2021] (NUTS - 2024), Sex and Age -  Decennial",,,
,,Sex,,,
,,MF,M,F,
,,Age,,,
,,Total,,,
,,No. ,No. ,No. ,
,091103: Aldeia da Ponte,262,124,138,
,091102: Aldeia do Bispo,239,106,133,
,091106: Aldeia Velha,413,188,225,
,091107: Alfaiates,360,176,184,
,091109: Baraçal,208,107,101,
,091110: Bendada,473,215,258,
,091111: Bismula,190,90,100,
,091112: Casteleiro,311,145,166,
,091113: Cerdeira,188,85,103,
,091114: Fóios,310,148,162,
,091118: Malcata,322,143,179,
,091120: Nave,230,108,122,
,091123: Quadrazais,380,187,193,
,091124: Quintas de São Bartolomeu,171,87,84,
,091125: Rapoula do Côa,268,135,133,
,091126: Rebolosa,205,95,110,
,091127: Rendo,212,99,113,
,091133: Sortelha,320,155,165,
,091134: Souto,1145,544,601,
,"091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos",266,135,131,
,091142: União das freguesias de Lajeosa e Forcalhos,219,98,121,
,"091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba",390,184,206,
,"091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas",195,87,108,
,091146: União das freguesias de Santo Estêvão e Moita,327,145,182,
,091147: União das freguesias de Seixo do Côa e Vale Longo,182,95,87,
,091145: União das freguesias do Sabugal e Aldeia de Santo António,2604,1235,1369,
,091136: Vale de Espinho,308,140,168,
,091138: Vila Boa,238,117,121,
,091139: Vila do Touro,177,73,104,
,0912: Seia,21755,10296,11459,
,091201: Alvoco da Serra,331,157,174,
,091205: Girabolhos,241,122,119,
,091207: Loriga,848,430,418,
,091208: Paranhos,1265,598,667,
,091209: Pinhanços,727,344,383,
,091210: Sabugueiro,405,198,207,
,091212: Sandomil,745,347,398,
,091213: Santa Comba,725,341,384,
,091216: Santiago,1163,554,609,
,091219: Sazes da Beira,245,110,135,
,091221: Teixeira,144,70,74,
,091224: Travancinha,387,177,210,
,091230: União das freguesias de Carragozela e Várzea de Meruge,546,254,292,
,091231: União das freguesias de Sameice e Santa Eulália,508,244,264,
,091232: União das freguesias de Santa Marinha e São Martinho,1365,644,721,
,"091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros",8705,4075,4630,
,091234: União das freguesias de Torrozelo e Folhadosa,708,321,387,
,091235: União das freguesias de Tourais e Lajes,1529,733,796,
,091236: União das freguesias de Vide e Cabeça,570,281,289,
,091225: Valezim,243,114,129,
,091228: Vila Cova à Coelheira,355,182,173,
,0913: Trancoso,8413,3980,4433,
,091301: Aldeia Nova,276,130,146,
,091303: Castanheira,165,93,72,
,091304: Cogula,168,74,94,
,091305: Cótimos,188,91,97,
,091307: Fiães,181,93,88,
,091309: Granja,109,51,58,
,091310: Guilheiro,126,68,58,
,091311: Moimentinha,173,79,94,
,091312: Moreira de Rei,411,197,214,
,091313: Palhais,154,71,83,
,091314: Póvoa do Concelho,248,120,128,
,091315: Reboleiro,247,101,146,
,091316: Rio de Mel,279,138,141,
,091321: Tamanhos,175,79,96,
,091330: União das freguesias de Freches e Torres,450,205,245,
,"091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho",345,175,170,
,091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior,3191,1499,1692,
,091333: União das freguesias de Vale do Seixo e Vila Garcia,186,86,100,
,091334: União das freguesias de Vila Franca das Naves e Feital,876,429,447,
,091335: União das freguesias de Vilares e Carnicães,307,133,174,
,091325: Valdujo,158,68,90,
,1D: Oeste e Vale do Tejo,809905,387678,422227,
,1D1: Oeste,363511,174960,188551,
,1001: Alcobaça,54965,26493,28472,
,100102: Alfeizerão,3669,1741,1928,
,100120: Aljubarrota,6243,3056,3187,
,100104: Bárrio,1411,696,715,
,100105: Benedita,8480,4101,4379,
,100106: Cela,3075,1510,1565,
,100108: Évora de Alcobaça,4141,2024,2117,
,100109: Maiorga,1846,884,962,
,100112: São Martinho do Porto,3111,1473,1638,
,100114: Turquel,4438,2147,2291,
,100121: União das freguesias de Alcobaça e Vestiaria,7243,3333,3910,
,"100122: União das freguesias de Coz, Alpedriz e Montes",2826,1362,1464,
,100123: União das freguesias de Pataias e Martingança,6729,3299,3430,
,100116: Vimeiro,1753,867,886,
,1101: Alenquer,44442,21578,22864,
,110106: Carnota,1565,778,787,
,110107: Meca,1617,776,841,
,110108: Olhalvo,1806,855,951,
,110109: Ota,1195,599,596,
,110117: União das freguesias de Abrigada e Cabanas de Torres,4157,2007,2150,
,110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha,2911,1396,1515,
,110119: União das freguesias de Alenquer (Santo Estêvão e Triana),12026,5823,6203,
,110120: União das freguesias de Carregado e Cadafais,14622,7119,7503,
,110121: União das freguesias de Ribafria e Pereiro de Palhacana,1494,751,743,
,110113: Ventosa,2000,948,1052,
,110114: Vila Verde dos Francos,1049,526,523,
,1102: Arruda dos Vinhos,13992,6835,7157,
,110201: Arranhó,2584,1273,1311,
,110202: Arruda dos Vinhos,9300,4551,4749,
,110203: Cardosas,819,396,423,
,110204: S. Tiago dos Velhos,1289,615,674,
,1005: Bombarral,12746,6112,6634,
,100502: Carvalhal,2393,1156,1237,
,100505: Pó,922,456,466,
,100503: Roliça,2545,1262,1283,
,100506: União das freguesias do Bombarral e Vale Covo,6886,3238,3648,
,1104: Cadaval,13372,6417,6955,
,110401: Alguber,833,399,434,
,110407: Peral,890,457,433,
,110412: União das freguesias de Lamas e Cercal,3409,1649,1760,
,110413: União das freguesias de Painho e Figueiros,1730,834,896,
,110411: União das freguesias do Cadaval e Pêro Moniz,3697,1725,1972,
,110409: Vermelha,1248,589,659,
,110410: Vilar,1565,764,801,
,1006: Caldas da Rainha,50910,23998,26912,
,100601: A dos Francos,1632,776,856,
,100602: Alvorninha,2646,1295,1351,
,100604: Carvalhal Benfeito,1141,568,573,
,100606: Foz do Arelho,1400,659,741,
,100607: Landal,938,451,487,
,100608: Nadadouro,1962,981,981,
,100609: Salir de Matos,2583,1261,1322,
,100611: Santa Catarina,2692,1317,1375,
,"100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório",18540,8546,9994,
,100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro,11902,5502,6400,
,100619: União das freguesias de Tornada e Salir do Porto,4434,2134,2300,
,100615: Vidais,1040,508,532,
,1108: Lourinhã,26240,12691,13549,
,110803: Moita dos Ferreiros,1671,815,856,
,110805: Reguengo Grande,1486,721,765,
,110810: Ribamar,2160,1073,1087,
,110806: Santa Bárbara,2031,977,1054,
,110812: União das freguesias de Lourinhã e Atalaia,12342,5878,6464,
,110813: União das freguesias de Miragaia e Marteleira,3479,1732,1747,
,110814: União das freguesias de São Bartolomeu dos Galegos e Moledo,1506,732,774,
,110808: Vimeiro,1565,763,802,
,1011: Nazaré,14881,7085,7796,
,101101: Famalicão,1664,792,872,
,101102: Nazaré,10394,4934,5460,
,101103: Valado dos Frades,2823,1359,1464,
,1012: Óbidos,11922,5829,6093,
,101201: A dos Negros,1456,712,744,
,101202: Amoreira,1033,510,523,
,101208: Gaeiras,2363,1137,1226,
,101203: Olho Marinho,1361,700,661,
,"101210: Santa Maria, São Pedro e Sobral da Lagoa",3819,1809,2010,
,101209: Usseira,954,482,472,
,101207: Vau,936,479,457,
,1014: Peniche,26429,12689,13740,
,101402: Atouguia da Baleia,9117,4423,4694,
,101406: Ferrel,2759,1365,1394,
,101407: Peniche,13211,6244,6967,
,101405: Serra d'El-Rei,1342,657,685,
,1112: Sobral de Monte Agraço,10540,5075,5465,
,111201: Santo Quintino,3767,1822,1945,
,111202: Sapataria,3288,1610,1678,
,111203: Sobral de Monte Agraço,3485,1643,1842,
,1113: Torres Vedras,83072,40158,42914,
,111306: Freiria,2436,1188,1248,
,111310: Ponte do Rol,2547,1192,1355,
,111311: Ramalhal,3631,1862,1769,
,"111326: Santa Maria, São Pedro e Matacães",27780,13008,14772,
,111314: São Pedro da Cadeira,5217,2595,2622,
,111316: Silveira,9332,4566,4766,
,111317: Turcifal,3591,1768,1823,
,111321: União das freguesias de A dos Cunhados e Maceira,11568,5712,5856,
,111322: União das freguesias de Campelos e Outeiro da Cabeça,3795,1907,1888,
,111323: União das freguesias de Carvoeira e Carmões,2200,1045,1155,
,111324: União das freguesias de Dois Portos e Runa,2787,1318,1469,
,111325: União das freguesias de Maxial e Monte Redondo,3222,1520,1702,
,111318: Ventosa,4966,2477,2489,
,1D2: Médio Tejo,210533,99713,110820,
,1401: Abrantes,34329,16434,17895,
,140104: Bemposta,1459,704,755,
,140119: Carvalhal,531,262,269,
,140118: Fontes,469,219,250,
,140105: Martinchel,488,249,239,
,140106: Mouriscas,1480,710,770,
,140107: Pego,2175,1042,1133,
,140108: Rio de Moinhos,952,462,490,
,140115: Tramagal,2836,1327,1509,
,140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede,16123,7659,8464,
,140121: União das freguesias de Aldeia do Mato e Souto,676,331,345,
,140122: União das freguesias de Alvega e Concavada,1771,872,899,
,140123: União das freguesias de São Facundo e Vale das Mós,1265,643,622,
,140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo,4104,1954,2150,
,1402: Alcanena,12472,5994,6478,
,140202: Bugalhos,963,479,484,
,140206: Minde,2908,1356,1552,
,140207: Moitas Venda,781,370,411,
,140208: Monsanto,700,351,349,
,140209: Serra de Santo António,633,309,324,
,140211: União das freguesias de Alcanena e Vila Moreira,4854,2322,2532,
,"140212: União das freguesias de Malhou, Louriceira e Espinheiro",1633,807,826,
,1408: Constância,3798,1823,1975,
,140801: Constância,958,454,504,
,140802: Montalvo,1239,601,638,
,140803: Santa Margarida da Coutada,1601,768,833,
,1410: Entroncamento,20141,9489,10652,
,141002: Nossa Senhora de Fátima,12849,6154,6695,
,141001: São João Baptista,7292,3335,3957,
,1411: Ferreira do Zêzere,7800,3686,4114,
,141101: Águas Belas,1139,566,573,
,141103: Beco,753,345,408,
,141104: Chãos,465,216,249,
,141106: Ferreira do Zêzere,2314,1080,1234,
,141107: Igreja Nova do Sobral,583,286,297,
,141110: Nossa Senhora do Pranto,993,477,516,
,141111: União das freguesias de Areias e Pias,1553,716,837,
,1413: Mação,6402,3061,3341,
,141302: Amêndoa,387,195,192,
,141303: Cardigos,965,460,505,
,141304: Carvoeiro,519,264,255,
,141305: Envendos,804,376,428,
,141307: Ortiga,534,263,271,
,"141309: União das freguesias de Mação, Penhascoso e Aboboreira",3193,1503,1690,
,1421: Ourém,44538,20898,23640,
,142101: Alburitel,1060,505,555,
,142102: Atouguia,2087,1009,1078,
,142104: Caxarias,2136,1062,1074,
,142105: Espite,986,450,536,
,142106: Fátima,13212,5926,7286,
,142115: Nossa Senhora da Piedade,7250,3428,3822,
,142111: Nossa Senhora das Misericórdias,4655,2271,2384,
,142113: Seiça,1879,894,985,
,"142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais",3226,1519,1707,
,142120: União das freguesias de Gondemaria e Olival,2736,1313,1423,
,142121: União das freguesias de Matas e Cercal,1618,786,832,
,142122: União das freguesias de Rio de Couros e Casal dos Bernardos,2292,1067,1225,
,142114: Urqueira,1401,668,733,
,1417: Sardoal,3513,1692,1821,
,141701: Alcaravela,779,374,405,
,141702: Santiago de Montalegre,208,94,114,
,141703: Sardoal,2151,1053,1098,
,141704: Valhascos,375,171,204,
,1418: Tomar,36413,17079,19334,
,141802: Asseiceira,2439,1146,1293,
,141804: Carregueiros,1067,516,551,
,141808: Olalhas,1216,596,620,
,141809: Paialvo,2234,1046,1188,
,141814: Sabacheira,844,385,459,
,141813: São Pedro de Tomar,2681,1328,1353,
,141817: União das freguesias de Além da Ribeira e Pedreira,1080,502,578,
,141818: União das freguesias de Casais e Alviobeira,2528,1195,1333,
,141819: União das freguesias de Madalena e Beselga,3421,1682,1739,
,141820: União das freguesias de Serra e Junceira,1971,935,1036,
,141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais,16932,7748,9184,
,1419: Torres Novas,34111,16248,17863,
,141902: Assentiz,2600,1262,1338,
,141904: Chancelaria,1428,690,738,
,141917: Meia Via,1666,813,853,
,141909: Pedrógão,1757,825,932,
,141910: Riachos,4990,2369,2621,
,"141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel",2602,1262,1340,
,141919: União das freguesias de Olaia e Paço,2021,1007,1014,
,"141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago)",8087,3823,4264,
,"141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca",8020,3755,4265,
,141916: Zibreira,940,442,498,
,1420: Vila Nova da Barquinha,7016,3309,3707,
,142001: Atalaia,1734,818,916,
,142002: Praia do Ribatejo,1448,669,779,
,142003: Tancos,190,106,84,
,142006: Vila Nova da Barquinha,3644,1716,1928,
,1D3: Lezíria do Tejo,235861,113005,122856,
,1403: Almeirim,22012,10452,11560,
,140301: Almeirim,12368,5835,6533,
,140302: Benfica do Ribatejo,2795,1360,1435,
,140303: Fazendas de Almeirim,6352,3025,3327,
,140304: Raposa,497,232,265,
,1404: Alpiarça,6975,3326,3649,
,140401: Alpiarça,6975,3326,3649,
,1103: Azambuja,21421,10701,10720,
,110301: Alcoentre,3133,1963,1170,
,110302: Aveiras de Baixo,1431,691,740,
,110303: Aveiras de Cima,4669,2241,2428,
,110304: Azambuja,8257,3908,4349,
,"110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa",2003,963,1040,
,110306: Vale do Paraíso,955,444,511,
,110307: Vila Nova da Rainha,973,491,482,
,1405: Benavente,29709,14259,15450,
,140504: Barrosa,638,319,319,
,140501: Benavente,9385,4507,4878,
,140502: Samora Correia,17698,8439,9259,
,140503: Santo Estêvão,1988,994,994,
,1406: Cartaxo,23186,11123,12063,
,140604: Pontével,4360,2102,2258,
,140610: União das freguesias de Ereira e Lapa,1726,839,887,
,140609: União das freguesias do Cartaxo e Vale da Pinta,12302,5807,6495,
,140605: Valada,683,361,322,
,140608: Vale da Pedra,1646,808,838,
,140607: Vila Chã de Ourique,2469,1206,1263,
,1407: Chamusca,8530,4109,4421,
,140707: Carregueira,1740,833,907,
,140704: Ulme,1000,493,507,
,140708: União das freguesias da Chamusca e Pinheiro Grande,3714,1781,1933,
,140709: União das freguesias de Parreira e Chouto,1262,626,636,
,140705: Vale de Cavalos,814,376,438,
,1409: Coruche,17355,8193,9162,
,140907: Biscainho,960,442,518,
,140905: Branca,1302,644,658,
,140902: Couço,2271,1064,1207,
,140908: Santana do Mato,945,480,465,
,140903: São José da Lamarosa,1464,689,775,
,"140909: União das freguesias de Coruche, Fajarda e Erra",10413,4874,5539,
,1412: Golegã,5400,2533,2867,
,141201: Azinhaga,1414,716,698,
,141202: Golegã,3591,1624,1967,
,141203: Pombalinho,395,193,202,
,1414: Rio Maior,21004,10239,10765,
,141401: Alcobertas,1735,870,865,
,141402: Arrouquelas,634,315,319,
,141410: Asseiceira,1124,552,572,
,141405: Fráguas,817,394,423,
,141408: Rio Maior,12516,6112,6404,
,141411: São Sebastião,462,217,245,
,141415: União das freguesias de Azambujeira e Malaqueijo,797,390,407,
,141416: União das freguesias de Marmeleira e Assentiz,792,361,431,
,141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões,957,471,486,
,141418: União das freguesias de São João da Ribeira e Ribeira de São João,1170,557,613,
,1415: Salvaterra de Magos,21607,10357,11250,
,141502: Marinhais,6259,3005,3254,
,141503: Muge,1188,580,608,
,141507: União das freguesias de Glória do Ribatejo e Granho,3728,1838,1890,
,141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra,10432,4934,5498,
,1416: Santarém,58662,27713,30949,
,141601: Abitureiras,888,422,466,
,141602: Abrã,980,477,503,
,141604: Alcanede,3970,1946,2024,
,141605: Alcanhões,1344,631,713,
,141606: Almoster,1603,775,828,
,141607: Amiais de Baixo,1616,791,825,
,141608: Arneiro das Milhariças,738,349,389,
,141628: Gançaria,485,231,254,
,141613: Moçarria,965,460,505,
,141614: Pernes,1246,600,646,
,141616: Póvoa da Isenta,1045,517,528,
,"141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém",2744,1290,1454,
,141630: União das freguesias de Azoia de Cima e Tremês,2154,1003,1151,
,141631: União das freguesias de Casével e Vaqueiros,1037,498,539,
,141632: União das freguesias de Romeira e Várzea,2450,1193,1257,
,141634: União das freguesias de São Vicente do Paul e Vale de Figueira,2625,1252,1373,
,141633: União de freguesias da cidade de Santarém,30017,13849,16168,
,141625: Vale de Santarém,2755,1429,1326,
,1A: Grande Lisboa,2062306,967149,1095157,
,1A0: Grande Lisboa,2062306,967149,1095157,
,1115: Amadora,171454,79393,92061,
,111513: Águas Livres,37607,17253,20354,
,111512: Alfragide,16837,7970,8867,
,111514: Encosta do Sol,27093,12657,14436,
,111515: Falagueira-Venda Nova,20788,9404,11384,
,111516: Mina de Água,42961,20192,22769,
,111517: Venteira,26168,11917,14251,
,1105: Cascais,214124,99766,114358,
,110501: Alcabideche,44165,21051,23114,
,110506: São Domingos de Rana,59238,27910,31328,
,110507: União das freguesias de Carcavelos e Parede,46529,21189,25340,
,110508: União das freguesias de Cascais e Estoril,64192,29616,34576,
,1106: Lisboa,545796,254179,291617,
,110601: Ajuda,14306,6566,7740,
,110602: Alcântara,13850,6269,7581,
,110654: Alvalade,33309,14956,18353,
,110655: Areeiro,21160,9653,11507,
,110656: Arroios,33302,16372,16930,
,110657: Avenidas Novas,23261,10645,12616,
,110607: Beato,12183,5786,6397,
,110658: Belém,16546,7574,8972,
,110608: Benfica,35362,15808,19554,
,110659: Campo de Ourique,22140,9877,12263,
,110610: Campolide,14787,6989,7798,
,110611: Carnide,18028,8350,9678,
,110660: Estrela,20267,9379,10888,
,110618: Lumiar,46334,21521,24813,
,110621: Marvila,35479,16598,18881,
,110661: Misericórdia,9658,4809,4849,
,110633: Olivais,32179,14917,17262,
,110662: Parque das Nações,22382,10823,11559,
,110663: Penha de França,28475,13280,15195,
,110664: Santa Clara,23645,11013,12632,
,110665: Santa Maria Maior,10051,5623,4428,
,110666: Santo António,11060,5313,5747,
,110639: São Domingos de Benfica,34076,15423,18653,
,110667: São Vicente,13956,6635,7321,
,1107: Loures,201590,95120,106470,
,110702: Bucelas,4802,2266,2536,
,110705: Fanhões,2639,1270,1369,
,110707: Loures,30254,14257,15997,
,110708: Lousa,3216,1542,1674,
,"110731: União das freguesias de Camarate, Unhos e Apelação",33505,15860,17645,
,110726: União das freguesias de Moscavide e Portela,20922,9637,11285,
,110727: União das freguesias de Sacavém e Prior Velho,24672,11514,13158,
,"110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",44453,21203,23250,
,110729: União das freguesias de Santo Antão e São Julião do Tojal,8605,4158,4447,
,110730: União das freguesias de Santo António dos Cavaleiros e Frielas,28522,13413,15109,
,1109: Mafra,86515,41916,44599,
,110902: Carvoeira,2848,1417,1431,
,110904: Encarnação,4918,2407,2511,
,110906: Ericeira,12359,5935,6424,
,110909: Mafra,20781,10005,10776,
,110911: Milharado,7645,3785,3860,
,110913: Santo Isidoro,4396,2168,2228,
,110918: União das freguesias de Azueira e Sobral da Abelheira,4434,2151,2283,
,"110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário",3979,1904,2075,
,110920: União das freguesias de Igreja Nova e Cheleiros,4693,2320,2373,
,110921: União das freguesias de Malveira e São Miguel de Alcainça,9647,4587,5060,
,110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés,10815,5237,5578,
,1116: Odivelas,148034,69724,78310,
,111603: Odivelas,59586,27876,31710,
,111608: União das freguesias de Pontinha e Famões,35111,16747,18364,
,111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto,18806,8725,10081,
,111610: União das freguesias de Ramada e Caneças,34531,16376,18155,
,1110: Oeiras,171658,79581,92077,
,111002: Barcarena,14451,6978,7473,
,111009: Porto Salvo,15098,7173,7925,
,"111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",47936,22066,25870,
,111013: União das freguesias de Carnaxide e Queijas,36079,16758,19321,
,"111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",58094,26606,31488,
,1111: Sintra,385606,181792,203814,
,111102: Algueirão-Mem Martins,68649,32390,36259,
,111115: Casal de Cambra,13347,6340,7007,
,111105: Colares,7746,3686,4060,
,111108: Rio de Mouro,49489,23265,26224,
,111122: União das freguesias de Agualva e Mira-Sintra,41323,19152,22171,
,"111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar",17262,8440,8822,
,111125: União das freguesias de Massamá e Monte Abraão,47804,22105,25699,
,111126: União das freguesias de Queluz e Belas,52414,24720,27694,
,111127: União das freguesias de São João das Lampas e Terrugem,17993,8636,9357,
,"111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",29896,14500,15396,
,111124: União das freguesias do Cacém e São Marcos,39683,18558,21125,
,1114: Vila Franca de Xira,137529,65678,71851,
,"111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz",12645,6041,6604,
,111413: União das freguesias de Alverca do Ribatejo e Sobralinho,36465,17465,19000,
,111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras,7954,3806,4148,
,111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa,40871,19542,21329,
,111408: Vialonga,21258,10261,10997,
,111409: Vila Franca de Xira,18336,8563,9773,
,1B: Península de Setúbal,807902,383297,424605,
,1B0: Península de Setúbal,807902,383297,424605,
,1502: Alcochete,19143,9204,9939,
,150201: Alcochete,13228,6357,6871,
,150202: Samouco,3344,1589,1755,
,150203: São Francisco,2571,1258,1313,
,1503: Almada,177238,83208,94030,
,150303: Costa da Caparica,13968,6640,7328,
,"150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",48608,22126,26482,
,150313: União das freguesias de Caparica e Trafaria,26345,12470,13875,
,150314: União das freguesias de Charneca de Caparica e Sobreda,48733,23554,25179,
,150315: União das freguesias de Laranjeiro e Feijó,39584,18418,21166,
,1504: Barreiro,78345,36702,41643,
,150407: Santo António da Charneca,11594,5487,6107,
,"150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena",41296,19235,22061,
,150410: União das freguesias de Barreiro e Lavradio,21813,10222,11591,
,150411: União das freguesias de Palhais e Coina,3642,1758,1884,
,1506: Moita,66255,31348,34907,
,150601: Alhos Vedros,16146,7904,8242,
,150603: Moita,17728,8370,9358,
,150607: União das freguesias de Baixa da Banheira e Vale da Amoreira,30089,13963,16126,
,150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos,2292,1111,1181,
,1507: Montijo,55682,27053,28629,
,150701: Canha,1566,788,778,
,150704: Sarilhos Grandes,3243,1594,1649,
,150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia,5379,2644,2735,
,150710: União das freguesias de Montijo e Afonsoeiro,41404,19795,21609,
,150711: União das freguesias de Pegões,4090,2232,1858,
,1508: Palmela,68852,33165,35687,
,150802: Palmela,18790,9060,9730,
,150803: Pinhal Novo,26989,12831,14158,
,150804: Quinta do Anjo,14262,6942,7320,
,150806: União das freguesias de Poceirão e Marateca,8811,4332,4479,
,1510: Seixal,166507,78624,87883,
,151002: Amora,49345,23162,26183,
,151005: Corroios,50806,23977,26829,
,151006: Fernão Ferro,20754,10060,10694,
,"151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",45602,21425,24177,
,1511: Sesimbra,52384,25435,26949,
,151103: Quinta do Conde,28089,13574,14515,
,151101: Sesimbra (Castelo),20212,9891,10321,
,151102: Sesimbra (Santiago),4083,1970,2113,
,1512: Setúbal,123496,58558,64938,
,151207: Gâmbia-Pontes-Alto da Guerra,6809,3365,3444,
,151208: Sado,5357,2645,2712,
,151205: Setúbal (São Sebastião),52627,25041,27586,
,151209: União das freguesias de Azeitão (São Lourenço e São Simão),20946,10113,10833,
,"151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",37757,17394,20363,
,1C: Alentejo,468672,228398,240274,
,1C1: Alentejo Litoral,96442,49025,47417,
,1501: Alcácer do Sal,11112,5372,5740,
,150106: Comporta,1094,558,536,
,150105: São Martinho,349,172,177,
,150104: Torrão,1936,925,1011,
,150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,7733,3717,4016,
,1505: Grândola,13822,7003,6819,
,150501: Azinheira dos Barros e São Mamede do Sádão,543,280,263,
,150505: Carvalhal,1518,1034,484,
,150503: Melides,1459,722,737,
,150506: União das freguesias de Grândola e Santa Margarida da Serra,10302,4967,5335,
,0211: Odemira,29538,16367,13171,
,021116: Boavista dos Pinheiros,1975,1028,947,
,021118: Colos,820,411,409,
,021117: Longueira/Almograve,2334,1489,845,
,021115: Luzianes-Gare,374,200,174,
,021102: Relíquias,995,508,487,
,021103: Sabóia,922,474,448,
,021119: Santa Clara-a-Velha,633,332,301,
,021106: São Luís,1883,916,967,
,021107: São Martinho das Amoreiras,1047,508,539,
,021120: São Salvador e Santa Maria,3373,1792,1581,
,021121: São Teotónio,8699,5322,3377,
,021122: Vale de Santiago,823,413,410,
,021111: Vila Nova de Milfontes,5660,2974,2686,
,1509: Santiago do Cacém,27772,13461,14311,
,150901: Abela,836,423,413,
,150902: Alvalade,1803,891,912,
,150903: Cercal,2954,1470,1484,
,150904: Ermidas-Sado,2071,1021,1050,
,150907: Santo André,10309,4981,5328,
,150910: São Francisco da Serra,737,367,370,
,"150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",7892,3759,4133,
,150913: União das freguesias de São Domingos e Vale de Água,1170,549,621,
,1513: Sines,14198,6822,7376,
,151302: Porto Covo,1091,530,561,
,151301: Sines,13107,6292,6815,
,1C2: Baixo Alentejo,114863,56344,58519,
,0201: Aljustrel,8874,4378,4496,
,020102: Ervidel,917,451,466,
,020103: Messejana,811,391,420,
,020104: São João de Negrilhos,1360,690,670,
,020106: União das freguesias de Aljustrel e Rio de Moinhos,5786,2846,2940,
,0202: Almodôvar,6712,3308,3404,
,020208: Aldeia dos Fernandes,515,246,269,
,020203: Rosário,592,291,301,
,020205: Santa Cruz,483,249,234,
,020206: São Barnabé,371,192,179,
,020209: União das freguesias de Almodôvar e Graça dos Padrões,3966,1925,2041,
,020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires,785,405,380,
,0203: Alvito,2280,1089,1191,
,020301: Alvito,1196,571,625,
,020302: Vila Nova da Baronia,1084,518,566,
,0204: Barrancos,1438,703,735,
,020401: Barrancos,1438,703,735,
,0205: Beja,33394,16296,17098,
,020502: Baleizão,884,484,400,
,020503: Beringel,1188,564,624,
,020504: Cabeça Gorda,1125,565,560,
,020506: Nossa Senhora das Neves,1525,757,768,
,020510: Santa Clara de Louredo,747,344,403,
,020516: São Matias,513,248,265,
,020519: União das freguesias de Albernoa e Trindade,889,417,472,
,020520: União das freguesias de Beja (Salvador e Santa Maria da Feira),10710,5133,5577,
,020521: União das freguesias de Beja (Santiago Maior e São João Baptista),13363,6553,6810,
,020522: União das freguesias de Salvada e Quintos,1181,586,595,
,020523: União das freguesias de Santa Vitória e Mombeja,784,401,383,
,020524: União das freguesias de Trigaches e São Brissos,485,244,241,
,0206: Castro Verde,6873,3324,3549,
,020603: Entradas,593,267,326,
,020604: Santa Bárbara de Padrões,731,355,376,
,020605: São Marcos da Ataboeira,260,130,130,
